English-BattleFieldVN01-1  BATTLEFIELD VIETNAM  ; xxx 
English-BattleFieldVN07-13  as the Americans used massed air power to try and break the siege.  ; xxx 
English-BattleFieldVN07-14  The North Vietnamese meant their attack on Khe Sanh...  ; xxx 
English-BattleFieldVN07-15  ...to deliver an historic victory that would destroy...  ; xxx 
English-BattleFieldVN07-16  ...the will of the United States to carry on the war.  ; xxx 
English-BattleFieldVN07-17  In fact, in spite of immense sacrifice  ; xxx 
English-BattleFieldVN07-18  ...the North Vietnamese Army would fail.  ; xxx 
English-BattleFieldVN07-19  After Khe Sanh the NVA would never again...  ; xxx 
English-BattleFieldVN07-20  ...take on the Americans in a set piece battle.  ; xxx 
English-BattleFieldVN07-21  PRELUDE TO THE BATTLE  ; xxx 
English-BattleFieldVN07-22  In March 19653,500 U.S. Marines...  ; xxx 
English-BattleFieldVN07-23  ...had been the first American combat troops sent to South Vietnam.  ; xxx 
English-BattleFieldVN07-24  Their orders were to defend an airbase at Da Nang  ; xxx 
English-BattleFieldVN07-25  but their mission didn't stay defensive for long.  ; xxx 
English-BattleFieldVN07-26  In spite of years of U.S. backing, South Vietnam...  ; xxx 
English-BattleFieldVN07-27  ...was close to losing its war against communist Vietcong guerrillas.  ; xxx 
English-BattleFieldVN07-28  By July 1965 Washington had decided to commit 200,000 US troops to the fight...  ; xxx 
English-BattleFieldVN07-29  and the Marines had gone on the offensive.  ; xxx 
English-BattleFieldVN07-30  American commanders saw their role as taking on...  ; xxx 
English-BattleFieldVN07-31  ...the Vietcong's big units: the battalions and regiments.  ; xxx 
English-BattleFieldVN07-32  The units were well trained...  ; xxx 
English-BattleFieldVN07-33  ...and had been armed with modern weapons by North Vietnam.  ; xxx 
English-BattleFieldVN07-34  Increasingly the NLF's war was controlled from the North  ; xxx 
English-BattleFieldVN07-35  and North Vietnam had already begun to send its own troops  ; xxx 
English-BattleFieldVN07-36  ...to fight alongside the guerrillas.  ; xxx 
English-BattleFieldVN07-37  The first big battle between the Americans and the Vietcong...  ; xxx 
English-BattleFieldVN07-38  ...was in August 1965.  ; xxx 
English-BattleFieldVN07-39  In operation Starlite the Marines smashed a Vietcong regiment.  ; xxx 
English-BattleFieldVN07-40  In November in the Ia Drang valley, the 1st Air Cavalry Division...  ; xxx 
English-BattleFieldVN07-41  ...battled almost 6,000 North Vietnamese Army troops.  ; xxx 
English-BattleFieldVN07-42  According to General Westmoreland  ; xxx 
English-BattleFieldVN07-43  the Americans killed more than 1,200 in a storm of heavy fire.  ; xxx 
English-BattleFieldVN07-44  American commanders were buoyed up...  ; xxx 
English-BattleFieldVN07-45  ...by their apparent success on the battlefield.  ; xxx 
English-BattleFieldVN07-46  More such victories would quickly force the Vietcong to give up their campaign.  ; xxx 
English-BattleFieldVN07-47  The optimism did not last long.  ; xxx 
English-BattleFieldVN07-48  By the close of 1965 the Americans were finding it impossible...  ; xxx 
English-BattleFieldVN07-49  ...to make the Vietcong fight pitch battles.  ; xxx 
English-BattleFieldVN07-50  Meantime U.S. casualties were rising fast...  ; xxx 
English-BattleFieldVN07-51  from ambushes, booby traps and surprise attacks.  ; xxx 
English-BattleFieldVN07-52  By the start of 1966, Military Assistance Command, known as MACV  ; xxx 
English-BattleFieldVN07-53  the main American headquarters in South Vietnam  ; xxx 
English-BattleFieldVN07-54  deployed 184,000 U.S. troops.  ; xxx 
English-BattleFieldVN07-55  Army units were concentrated in the Saigon area  ; xxx 
English-BattleFieldVN07-56  in a strip along the central coast and in the Central Highlands.  ; xxx 
English-BattleFieldVN07-57  The Marines of the III Marine Amphibious Force were further North  ; xxx 
English-BattleFieldVN07-58  in the area known as I Corps.  ; xxx 
English-BattleFieldVN07-59  I Corps bordered the Demilitarized Zone...  ; xxx 
English-BattleFieldVN07-60  ...separating North and South Vietnam.  ; xxx 
English-BattleFieldVN07-61  The Marines now had three main bases in I Corps  ; xxx 
English-BattleFieldVN07-62  at Da Nang, Chu Lai and Phu Bai  ; xxx 
English-BattleFieldVN07-63  while the South Vietnamese Army had headquarters...  ; xxx 
English-BattleFieldVN07-64  ...at Hue and Quang Ngai.  ; xxx 
English-BattleFieldVN07-65  The threat came from NLF battalions in the countryside and the border areas  ; xxx 
English-BattleFieldVN07-66  the North Vietnamese Army on the Demilitarized Zone...  ; xxx 
English-BattleFieldVN07-67  and from tens of thousands of local NLF...  ; xxx 
English-BattleFieldVN07-68  ...inside the heavily populated coastal belt.  ; xxx 
English-BattleFieldVN07-69  To the NLF the coastal villages were a priceless asset.  ; xxx 
English-BattleFieldVN07-70  They produced vast quantities of rice...  ; xxx 
English-BattleFieldVN07-71  ...which could feed the big guerrilla units in the remote interior.  ; xxx 
English-BattleFieldVN07-72  They also produced large numbers of recruits.  ; xxx 
English-BattleFieldVN07-73  Over the years the NLF had gained control of thousands of villages.  ; xxx 
English-BattleFieldVN07-74  They had created their own local administration and village guerrilla forces.  ; xxx 
English-BattleFieldVN07-75  The villages also played host to the big units...  ; xxx 
English-BattleFieldVN07-76  ...as they passed through on operations.  ; xxx 
English-BattleFieldVN07-77  All the areas in which the American Marines had built their bases...  ; xxx 
English-BattleFieldVN07-78  ...were surrounded by NLF controlled villages.  ; xxx 
English-BattleFieldVN07-79  Marine sweeps through the settlements rarely managed to find them.  ; xxx 
English-BattleFieldVN07-80  Vietcong tactics were to pull out the main guerrilla forces and officials...  ; xxx 
English-BattleFieldVN07-81  leaving only snipers and booby traps behind.  ; xxx 
English-BattleFieldVN07-82  After the Marines had moved on the fighters would quickly return.  ; xxx 
English-BattleFieldVN07-83  For the Americans it was deeply frustrating.  ; xxx 
English-BattleFieldVN07-84  The Marines were forced to think again about how...  ; xxx 
English-BattleFieldVN07-85  ...they could fight this new and unsettling kind of war.  ; xxx 
English-BattleFieldVN07-86  The answer the Marines came up with was a pacification program.  ; xxx 
English-BattleFieldVN07-87  The idea was to fight the NLF for control of the villages...  ; xxx 
English-BattleFieldVN07-88  ...and to do it around the clock.  ; xxx 
English-BattleFieldVN07-89  Squad and company sized units patrolled vigorously...  ; xxx 
English-BattleFieldVN07-90  ...and mounted constant ambushes.  ; xxx 
English-BattleFieldVN07-91  The rice harvest was protected to keep it out of Vietcong hands.  ; xxx 
English-BattleFieldVN07-92  In areas that stayed hostile...  ; xxx 
English-BattleFieldVN07-93  ...whole villages were moved by force to districts already pacified.  ; xxx 
English-BattleFieldVN07-94  The Marines' aggressive military tactics were combined with persuasion.  ; xxx 
English-BattleFieldVN07-95  In civic action projects, widely known as the 'Hearts and Minds' program  ; xxx 
English-BattleFieldVN07-96  villagers were given medical aid and help with economic development.  ; xxx 
English-BattleFieldVN07-97  The Marines claimed the policy was highly successful...  ; xxx 
English-BattleFieldVN07-98  ...and helped bring more than a million people under government control  ; xxx 
English-BattleFieldVN07-99  however, in reality it was just an illusion and the NLF still managed...  ; xxx 
English-BattleFieldVN07-100  ...to infiltrate these areas which continued to abound with sympathizers.  ; xxx 
English-BattleFieldVN07-101  The change came in mid 1966.  ; xxx 
English-BattleFieldVN07-102  General Westmoreland, the commander of US forces in South Vietnam  ; xxx 
English-BattleFieldVN07-103  had never agreed with the Marines' methods.  ; xxx 
English-BattleFieldVN07-104  He believed that controlling villages was a waste...  ; xxx 
English-BattleFieldVN07-105  ...of highly trained and heavily armed troops.  ; xxx 
English-BattleFieldVN07-106  Westmoreland argued that the Marines should instead...  ; xxx 
English-BattleFieldVN07-107  ...be used to pursue the enemy's big units in the remote interior.  ; xxx 
English-BattleFieldVN07-108  In fact events would soon force the Marines...  ; xxx 
English-BattleFieldVN07-109  ...to reduce their whole pacification effort.  ; xxx 
English-BattleFieldVN07-110  Civil unrest erupted between...  ; xxx 
English-BattleFieldVN07-111  ...South Vietnamese factions right across the country.  ; xxx 
English-BattleFieldVN07-112  The North saw its opportunity and assembled thousands of troops...  ; xxx 
English-BattleFieldVN07-113  ...poised to cross into the South.  ; xxx 
English-BattleFieldVN07-114  It was a threat the Marines could not ignore.  ; xxx 
English-BattleFieldVN07-115  The North Vietnamese Army's 324B Division crossed the Demilitarized Zone...  ; xxx 
English-BattleFieldVN07-116  ...in late May 1966 and encountered a Marine battalion.  ; xxx 
English-BattleFieldVN07-117  The NVA held their ground and the largest battle of the war to date...  ; xxx 
English-BattleFieldVN07-118  ...broke out near Dong Ha.  ; xxx 
English-BattleFieldVN07-119  General Walt moved most of the 3rd Marine division North  ; xxx 
English-BattleFieldVN07-120  5,000 men in five battalions.  ; xxx 
English-BattleFieldVN07-121  In Operation Hastings, the Marines backed by South Vietnamese Army troops  ; xxx 
English-BattleFieldVN07-122  the heavy guns of US warships  ; xxx 
English-BattleFieldVN07-123  and the Marines' own artillery and air power...  ; xxx 
English-BattleFieldVN07-124  drove the NVA back over the Demilitarized Zone...  ; xxx 
English-BattleFieldVN07-125  ...in just over three weeks.  ; xxx 
English-BattleFieldVN07-126  Because the Marines were forbidden...  ; xxx 
English-BattleFieldVN07-127  to cross the Demilitarized Zone into North Vietnam  ; xxx 
English-BattleFieldVN07-128  the 324B division, along with elements of two more divisions  ; xxx 
English-BattleFieldVN07-129  were able to regroup and return to the South almost at once.  ; xxx 
English-BattleFieldVN07-130  The Marines were forced to mount Operation Prairie which tied up 11 battalions  ; xxx 
English-BattleFieldVN07-131  ...nearly 10,000 troops for a full ten months.  ; xxx 
English-BattleFieldVN07-132  To support the operations they and Special Forces' units...  ; xxx 
English-BattleFieldVN07-133  ...built a string of combat bases stretching from Gio Linh in the East...  ; xxx 
English-BattleFieldVN07-134  ...to Khe Sanh in the West.  ; xxx 
English-BattleFieldVN07-135  Casualties on both sides were heavy in Operations Hastings and Prairie.  ; xxx 
English-BattleFieldVN07-136  Although over 300 Americans were dead and nearly 1,500 wounded  ; xxx 
English-BattleFieldVN07-137  it was a victory for the Americans.  ; xxx 
English-BattleFieldVN07-138  However, the NVA divisions had not been beaten.  ; xxx 
English-BattleFieldVN07-139  They simply slipped back across the Demilitarized Zone...  ; xxx 
English-BattleFieldVN07-140  ...from where they could return at any time.  ; xxx 
English-BattleFieldVN07-141  The Marines now had little choice...  ; xxx 
English-BattleFieldVN07-142  ...but to keep strong forces in the area.  ; xxx 
English-BattleFieldVN07-143  As the Americans had expected, in the first months of 1967  ; xxx 
English-BattleFieldVN07-144  North Vietnamese Army units once more began infiltrating into the South.  ; xxx 
English-BattleFieldVN07-145  The Marines' reaction was to mount big operations...  ; xxx 
English-BattleFieldVN07-146  ...to find them and cut them off.  ; xxx 
English-BattleFieldVN07-147  Both sides were determined to control the hill tops...  ; xxx 
English-BattleFieldVN07-148  ...dominating the valley trails.  ; xxx 
English-BattleFieldVN07-149  The bloodiest battles of all were those fought for the hills...  ; xxx 
English-BattleFieldVN07-150  ...surrounding the Marine combat base at Khe Sanh.  ; xxx 
English-BattleFieldVN07-151  These were 881 North and South and hill 861  ; xxx 
English-BattleFieldVN07-152  thus named for their height in feet.  ; xxx 
English-BattleFieldVN07-153  American bases below the Demilitarized Zone were strung out...  ; xxx 
English-BattleFieldVN07-154  ...along route 1 and route 9.  ; xxx 
English-BattleFieldVN07-155  The command center was Dong Ha while Camp Carrol and The Rockpile...  ; xxx 
English-BattleFieldVN07-156  ...were artillery bases with long range heavy guns.  ; xxx 
English-BattleFieldVN07-157  On the Western end of route 9 Lang Vei, a Special Forces camp...  ; xxx 
English-BattleFieldVN07-158  ...and the Marine base at Khe Sanh were particularly important.  ; xxx 
